stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,stop_code,stop_street,stop_city,stop_region,stop_postcode,stop_country,location_type,parent_station,stop_timezone,wheelchair_boarding,direction,position,the_geom
3382,9 Nile Rd,,-36.77869,174.75143,,,3382,,,,,,0,41344,,,,,0101000020E61000007767EDB60BD8654072DC291DAC6342C0
3480,40 Vauxhall Rd,,-36.82308,174.80429,,,3480,,,,,,0,41023,,,,,0101000020E6100000FFCF61BEBCD96540EFFE78AF5A6942C0
21094,Metcalfe Rd/Babich Rd North,,-36.87176,174.60227,,,21094,,,,,,1,,,,,,0101000020E6100000952BBCCB45D3654001FBE8D4956F42C0
11542,Manukau Rd and King George,,-36.89001,174.77511,,,11542,,,,,,1,,,,,,0101000020E6100000AF997CB3CDD86540758E01D9EB7142C0
11543,Manukau Rd and Queen Mary,,-36.89261,174.77465,,,11543,,,,,,1,,,,,,0101000020E610000016FBCBEEC9D86540910A630B417242C0
11540,Manukau Rd and Ranfurly,,-36.88468,174.77558,,,11540,,,,,,1,,,,,,0101000020E6100000D0ED258DD1D8654070B6B9313D7142C0
11541,Manukau Rd and Kimberley,,-36.88789,174.77531,,,11541,,,,,,1,,,,,,0101000020E610000060C8EA56CFD8654004392861A67142C0
11547,Greenwoods Corner,,-36.90056,174.77332,,,11547,,,,,,1,,,,,,0101000020E6100000F8AA9509BFD86540FA0AD28C457342C0
11544,Manukau Rd and Claude,,-36.89469,174.77419,,,11544,,,,,,1,,,,,,0101000020E61000007D5C1B2AC6D865407407B133857242C0
11545,Manukau Rd and Gardner,,-36.89571,174.77381,,,11545,,,,,,1,,,,,,0101000020E61000002B6A300DC3D865409F5912A0A67242C0
11548,Manukau Rd and Gladwin,,-36.903,174.77391,,,11548,,,,,,1,,,,,,0101000020E61000008481E7DEC3D86540DD240681957342C0
5988,Avondale College Bus Bay,,-36.89059,174.68907,,,5988,,,,,,0,11152,,,,,0101000020E6100000F35487DC0CD66540841266DAFE7142C0
5989,Opp 676 West Coast Rd,,-36.92069,174.6046,,,5989,,,,,,0,21255,,,,,0101000020E61000002C6519E258D365408BE07F2BD97542C0
51269,Wallace Rd/Fairview Rd,,-36.98252,174.85524,,,51269,,,,,,1,,,,,,0101000020E610000065C746205EDB65403DD52137C37D42C0
51268,Wallace Rd/Grande Vue Rd,,-36.98477,174.85644,,,51268,,,,,,1,,,,,,0101000020E61000008FDFDBF467DB65407C0A80F10C7E42C0
51267,Wallace Rd/Puhinui Rd,,-36.98773,174.85803,,,51267,,,,,,1,,,,,,0101000020E6100000959F54FB74DB654098A3C7EF6D7E42C0
51266,Puhinui Rd/Ranfurly Rd,,-36.98759,174.85997,,,51266,,,,,,1,,,,,,0101000020E61000005131CEDF84DB6540A6ED5F59697E42C0
51265,Plunket Ave/Brett Ave,,-36.98917,174.86243,,,51265,,,,,,1,,,,,,0101000020E6100000DBA2CC0699DB65409817601F9D7E42C0
51264,Plunket Ave/Cavendish Dr,,-36.99126,174.86365,,,51264,,,,,,1,,,,,,0101000020E610000018265305A3DB65409EEA909BE17E42C0
51263,Plunket Ave/Narek Pl,,-36.99431,174.8656,,,51263,,,,,,1,,,,,,0101000020E61000005D6DC5FEB2DB6540FA0AD28C457F42C0
5987,105 Bolton St,,-36.9191,174.69363,,,5987,,,,,,0,11727,,,,,0101000020E6100000C9B08A3732D6654076E09C11A57542C0
51261,Puhinui Rd/Puhinui School,,-36.98528,174.86672,,,51261,,,,,,1,,,,,,0101000020E610000040D9942BBCDB654092B3B0A71D7E42C0
5985,Opp 120 Hobsonville Rd,,-36.7992,174.6458,,,5985,,,,,,0,21508,,,,,0101000020E610000038F8C264AAD465404A7B832F4C6642C0
61170,Rathgar Rd/Ti Nana Crescent,,-36.87029,174.62059,,,61170,,,,,,1,,,,,,0101000020E610000030478FDFDBD365409604A8A9656F42C0
61171,Royal View Rd/Vera Rd,,-36.85901,174.65066,,,61171,,,,,,1,,,,,,0101000020E6100000179AEB34D2D46540EE77280AF46D42C0
61172,Seymour Rd/Wattle Rd,,-36.90367,174.62813,,,61172,,,,,,1,,,,,,0101000020E61000005EF415A419D465402B306475AB7342C0
61173,Seymour Rd/Sunnyvale Rd corner,,-36.89642,174.63504,,,61173,,,,,,1,,,,,,0101000020E6100000DCF4673F52D465407BBDFBE3BD7242C0
61174,Sturges Rd/Fitzwater Place,,-36.87834,174.61784,,,61174,,,,,,1,,,,,,0101000020E610000024456458C5D365406362F3716D7042C0
61175,Sunvue Rd/Sunvue Park,,-36.91455,174.63264,,,61175,,,,,,1,,,,,,0101000020E610000087C43D963ED46540454772F90F7542C0
61176,Swanson Rd/Swanson Village,,-36.86562,174.58203,,,61176,,,,,,1,,,,,,0101000020E61000004FE960FD9FD26540BB61DBA2CC6E42C0
6487,83 Kolmar Rd,,-36.97392,174.85661,,,6487,,,,,,0,51315,,,,,0101000020E6100000A6ED5F5969DB6540CD751A69A97C42C0
7624,Great South Rd Opp Penrose Station,,-36.90976,174.81618,,,7624,,,,,,0,31864,,,,,0101000020E6100000C7F484251EDA6540BF9A0304737442C0
6796,Wattle Farm Rd opp Ranger Pl,,-37.04132,174.89474,,,6796,,,,,,0,51118,,,,,0101000020E61000008ACDC7B5A1DC6540DA5548F9498542C0
6797,59 Mahia Rd,,-37.03489,174.89902,,,6797,,,,,,0,51115,,,,,0101000020E6100000664E97C5C4DC65408D7A8846778442C0
6794,104 Coxhead Rd,,-37.03806,174.89562,,,6794,,,,,,0,51117,,,,,0101000020E6100000983446EBA8DC654094A46B26DF8442C0
6795,134 Mahia Rd,,-37.03696,174.89285,,,6795,,,,,,0,51133,,,,,0101000020E61000007AC7293A92DC65404DA1F31ABB8442C0
6792,84 Coxhead Rd,,-37.03587,174.89448,,,6792,,,,,,0,51132,,,,,0101000020E6100000A25D85949FDC65402A745E63978442C0
6793,21 Huia Rd,,-36.96715,174.86651,,,6793,,,,,,0,51325,,,,,0101000020E610000006F52D73BADB6540C7293A92CB7B42C0
6790,Opp 89 Coxhead Rd,,-37.03399,174.8926,,,6790,,,,,,0,51134,,,,,0101000020E61000001B0DE02D90DC65400E32C9C8598442C0
6791,17 Lane Rd,,-37.04793,174.86029,,,6791,,,,,,0,51155,,,,,0101000020E61000006DE2E47E87DB6540A73FFB91228642C0
6798,Opp 207 Pakuranga Rd,,-36.91031,174.87756,,,6798,,,,,,0,31564,,,,,0101000020E6100000E388B5F814DC6540639CBF09857442C0
6799,93 Mahia Rd,,-37.03592,174.89578,,,6799,,,,,,0,51116,,,,,0101000020E6100000268DD13AAADC6540DBA2CC06998442C0
49569,Bush Rd and Rosedale,,-36.74066,174.70403,,,49569,,,,,,1,,,,,,0101000020E6100000E42CEC6987D6654049BA66F2CD5E42C0
49568,Albany Hwy  near Oak Manor,,-36.74444,174.69311,,,49568,,,,,,1,,,,,,0101000020E6100000FAD005F52DD66540C8EA56CF495F42C0
49565,Beach Rd and Leithway,,-36.72622,174.74356,,,49565,,,,,,1,,,,,,0101000020E6100000A453573ECBD76540BED9E6C6F45C42C0
49564,Torbay,,-36.69614,174.75233,,,49564,,,,,,1,,,,,,0101000020E610000097395D1613D86540FEB7921D1B5942C0
49567,Coliseum Dr near North Albany Expressway,,-36.72926,174.70235,,,49567,,,,,,1,,,,,,0101000020E61000000F0BB5A679D66540F6234564585D42C0
49566,East Coast Rd and,,-36.74084,174.74176,,,49566,,,,,,1,,,,,,0101000020E610000064AF777FBCD76540C9C859D8D35E42C0
49561,768 East Coast Rd,,-36.72301,174.72312,,,49561,,,,,,1,,,,,,0101000020E6100000ACE28DCC23D765402A5778978B5C42C0
49560,East Coast Rd  and Hauraki,,-36.72657,174.72628,,,49560,,,,,,1,,,,,,0101000020E6100000A5F78DAF3DD765409B20EA3E005D42C0
49563,Carlisle Rd near Limmer,,-36.70943,174.73336,,,49563,,,,,,1,,,,,,0101000020E61000003A0664AF77D7654090662C9ACE5A42C0
49562,Opp 37 Medallion Dr,,-36.71998,174.71718,,,49562,,,,,,1,,,,,,0101000020E61000000DAB7823F3D6654015E3FC4D285C42C0
41671,1686 to 1687 SH 17,,-36.62964,174.6561,,,41671,,,,,,1,,,,,,0101000020E6100000FB5C6DC5FED465407120240B985042C0
5983,67 Rosier Rd,,-36.91422,174.63959,,,5983,,,,,,0,21326,,,,,0101000020E6100000289B728577D46540B0AC3429057542C0
51262,Puhinui Rd/York Rd,,-36.9862,174.86432,,,51262,,,,,,1,,,,,,0101000020E6100000EBA86A82A8DB654058A835CD3B7E42C0
41670,1602 to 1609 SH 17,,-36.63575,174.65078,,,41670,,,,,,1,,,,,,0101000020E6100000821C9430D3D465404C378941605142C0
3519,Opp 134 Bayswater Ave,,-36.81151,174.7835,,,3519,,,,,,0,41044,,,,,0101000020E6100000508D976E12D965404030478FDF6742C0
3518,14 Old Lake Rd,,-36.81217,174.79847,,,3518,,,,,,0,41031,,,,,0101000020E6100000CA1AF5108DD965406B65C22FF56742C0
3513,75 Bayswater Ave,,-36.8143,174.77743,,,3513,,,,,,0,41047,,,,,0101000020E6100000BD1DE1B4E0D8654000917EFB3A6842C0
3512,58 Old Lake Rd,,-36.81262,174.79292,,,3512,,,,,,0,41035,,,,,0101000020E6100000058BC3995FD96540AB09A2EE036842C0
3511,41 Bayswater Ave,,-36.8152,174.77433,,,3511,,,,,,0,41048,,,,,0101000020E6100000F949B54FC7D865407FD93D79586842C0
3510,24 Aramoana Ave,,-36.81562,174.7902,,,3510,,,,,,0,41038,,,,,0101000020E610000093A9825149D9654055FB743C666842C0
3517,111 Bayswater Ave,,-36.81273,174.7808,,,3517,,,,,,0,41046,,,,,0101000020E6100000F0164850FCD86540323D6189076842C0
3516,22 Old Lake Rd,,-36.81229,174.79723,,,3516,,,,,,0,41032,,,,,0101000020E61000007C2C7DE882D96540156F641EF96742C0
3515,21 Burns Ave,,-36.79385,174.77249,,,3515,,,,,,0,41086,,,,,0101000020E610000096CFF23CB8D86540FDF675E09C6542C0
3514,36 Old Lake Rd,,-36.81245,174.79513,,,3514,,,,,,0,41033,,,,,0101000020E6100000314278B471D965404ED1915CFE6742C0
2685,109 Settlement Rd,,-37.06554,174.96604,,,2685,,,,,,0,51035,,,,,0101000020E610000017D4B7CCE9DE6540384A5E9D638842C0
2140,Whitford Maraetai Rd by Waikopua Rd,,-36.92469,174.99729,,,2140,,,,,,0,31929,,,,,0101000020E610000017D4B7CCE9DF65401878EE3D5C7642C0
11664,Aliford Ave and Ewenson,,-36.90432,174.80293,,,11664,,,,,,1,,,,,,0101000020E6100000465F419AB1D96540328FFCC1C07342C0
31512,Mt Wellington Hwy/Hamlin Rd,,-36.91202,174.83805,,,31512,,,,,,1,,,,,,0101000020E610000036CD3B4ED1DA654022A64412BD7442C0
41565,Carlisle Rd and Finchley,,-36.70968,174.73753,,,41565,,,,,,1,,,,,,0101000020E610000034BA83D899D76540095053CBD65A42C0
41564,Carlisle Rd and Woodlands,,-36.7106,174.74149,,,41564,,,,,,1,,,,,,0101000020E6100000F4893C49BAD76540D044D8F0F45A42C0
41567,Carlisle Rd and East Coast,,-36.70917,174.7287,,,41567,,,,,,1,,,,,,0101000020E61000000C93A98251D76540F4A62215C65A42C0
41566,Carlisle Rd and Barker,,-36.70955,174.73223,,,41566,,,,,,1,,,,,,0101000020E6100000CDE49B6D6ED765403B70CE88D25A42C0
41561,Mizpah Rd and Deep Creek,,-36.7091,174.74395,,,41561,,,,,,1,,,,,,0101000020E61000007FFB3A70CED76540FBCBEEC9C35A42C0
41560,Deep Creek Rd and Mizpah,,-36.70841,174.74344,,,41560,,,,,,1,,,,,,0101000020E610000039D1AE42CAD765406614CB2DAD5A42C0
41563,Beach Rd and Woodlands,,-36.71372,174.74293,,,41563,,,,,,1,,,,,,0101000020E6100000F4A62215C6D7654025404D2D5B5B42C0
41562,Deep Creek Rd and Firth,,-36.70927,174.74309,,,41562,,,,,,1,,,,,,0101000020E610000082FFAD64C7D765405704FF5BC95A42C0
41569,Oteha Valley Rd and Rising,,-36.71317,174.72097,,,41569,,,,,,1,,,,,,0101000020E6100000B56CAD2F12D76540813E9127495B42C0
41568,Oteha Valley Rd and East Coast,,-36.71012,174.72652,,,41568,,,,,,1,,,,,,0101000020E61000007AFCDEA63FD76540261E5036E55A42C0
4524,SH 16 near Factory Rd,,-36.76673,174.49658,,,4524,,,,,,0,10064,,,,,0101000020E6100000207BBDFBE3CF6540596E6935246242C0
1177,3 Miami Ave,,-36.79329,175.02592,,,1177,,,,,,0,61057,,,,,0101000020E6100000FF092E56D4E06540361FD7868A6542C0
1176,Te Toki Rd near Bay Rd,,-36.79092,175.04802,,,1176,,,,,,0,61023,,,,,0101000020E6100000BA313D6189E165404CE0D6DD3C6542C0
1175,21 Surfdale Rd,,-36.79057,175.0235,,,1175,,,,,,0,61058,,,,,0101000020E6100000986E1283C0E065407099D365316542C0
1174,Wharf Rd opp Muritai Rd,,-36.79359,175.04583,,,1174,,,,,,0,61050,,,,,0101000020E61000009FE5797077E1654061376C5B946542C0
1173,237 Ocean View Rd,,-36.78769,175.02274,,,1173,,,,,,0,61059,,,,,0101000020E6100000F4893C49BAE0654070B1A206D36442C0
1172,56 Wharf Rd,,-36.79654,175.04285,,,1172,,,,,,0,61049,,,,,0101000020E61000004694F6065FE1654059FAD005F56542C0
1171,Ocean View Rd opp Moa Ave,,-36.7847,175.01612,,,1171,,,,,,0,61008,,,,,0101000020E6100000F819170E84E06540EA95B20C716442C0
1170,Ostend Rd near Natzka Rd,,-36.79601,175.04829,,,1170,,,,,,0,61045,,,,,0101000020E61000002A5778978BE16540FDA4DAA7E36542C0
1179,11 Mitchell Rd,,-36.79519,175.02794,,,1179,,,,,,0,61056,,,,,0101000020E610000002486DE2E4E06540990D32C9C86542C0
1178,Te Toki Rd opp Wilma Rd,,-36.78718,175.04428,,,1178,,,,,,0,61022,,,,,0101000020E6100000BDFBE3BD6AE165405B087250C26442C0
4523,21 Puriri Ave,,-36.57788,174.68925,,,4523,,,,,,0,41695,,,,,0101000020E6100000931804560ED665409981CAF8F74942C0
1494,26 High St For St Jospehs,,-36.94475,174.84792,,,1494,,,,,,0,51339,,,,,0101000020E6100000FAB31F2922DB6540B0726891ED7842C0
7188,128 Parnell Rd,,-36.85331,174.77921,,,7188,,,,,,0,11501,,,,,0101000020E6100000EB56CF49EFD86540C5AC1743396D42C0
7189,279 Parnell Rd,,-36.85632,174.78094,,,7189,,,,,,0,11503,,,,,0101000020E61000006C04E275FDD865409274CDE49B6D42C0
7180,440 Khyber Pass Rd,,-36.86741,174.77725,,,7180,,,,,,0,31418,,,,,0101000020E61000001D5A643BDFD86540971C774A076F42C0
7182,Opp 87 Beach Rd,,-36.84715,174.77361,,,7182,,,,,,0,11073,,,,,0101000020E6100000793BC269C1D86540386744696F6C42C0
7183,Beach Rd near Stanley St,,-36.85067,174.77455,,,7183,,,,,,0,11075,,,,,0101000020E6100000BDE3141DC9D865401BD82AC1E26C42C0
7184,154 Beach Rd,,-36.84993,174.77461,,,7184,,,,,,0,11075,,,,,0101000020E6100000F224E99AC9D86540D4F19881CA6C42C0
7185,83 Parnell Rise,,-36.85194,174.77768,,,7185,,,,,,0,11500,,,,,0101000020E61000001BD82AC1E2D86540BE13B35E0C6D42C0
7186,Parnell Rise near Parnell Rd,,-36.85186,174.77798,,,7186,,,,,,0,11500,,,,,0101000020E6100000261E5036E5D86540A2629CBF096D42C0
7187,129 Parnell Rd,,-36.85365,174.77928,,,7187,,,,,,0,11501,,,,,0101000020E6100000A94D9CDCEFD865407E1D3867446D42C0
8549,Opp 214 Rosebank Rd,,-36.8884,174.68555,,,8549,,,,,,0,11154,,,,,0101000020E6100000BBB88D06F0D5654019E25817B77142C0
8548,310 Rosebank Rd,,-36.88327,174.68025,,,8548,,,,,,0,11156,,,,,0101000020E610000054E3A59BC4D56540DBC4C9FD0E7142C0
8019,22 Pt Chevalier Rd,,-36.87035,174.70964,,,8019,,,,,,0,11119,,,,,0101000020E6100000DFFDF15EB5D665406C09F9A0676F42C0
8018,39 Pt Chevalier Rd,,-36.86993,174.70986,,,8018,,,,,,0,11119,,,,,0101000020E6100000A297512CB7D6654096E7C1DD596F42C0
8017,92 Pt Chevalier Rd,,-36.8682,174.70854,,,8017,,,,,,0,11120,,,,,0101000020E61000000DFD135CACD665409031772D216F42C0
8016,91 Pt Chevalier Rd,,-36.8681,174.70862,,,8016,,,,,,0,11120,,,,,0101000020E610000054A9D903ADD665402CD49AE61D6F42C0
8015,152 Pt Chevalier Rd,,-36.86597,174.70685,,,8015,,,,,,0,11121,,,,,0101000020E6100000AF25E4839ED6654097A8DE1AD86E42C0
8014,157 Pt Chevalier Rd,,-36.86573,174.7068,,,8014,,,,,,0,11121,,,,,0101000020E6100000029A081B9ED6654042959A3DD06E42C0
8013,196 Pt Chevalier Rd,,-36.86449,174.70573,,,8013,,,,,,0,11122,,,,,0101000020E6100000CBB9145795D665400ADCBA9BA76E42C0
8012,203 Pt Chevalier Rd,,-36.86439,174.70579,,,8012,,,,,,0,11122,,,,,0101000020E610000001FBE8D495D66540A67EDE54A46E42C0
8011,254 Pt Chevalier Rd,,-36.86256,174.70427,,,8011,,,,,,0,11129,,,,,0101000020E6100000BA313D6189D665403C6BB75D686E42C0
8010,Opp 254 Pt Chevalier Rd,,-36.86253,174.70439,,,8010,,,,,,0,11129,,,,,0101000020E610000024B4E55C8AD66540D1E80E62676E42C0
7456,29 Amy St,,-36.89615,174.81431,,,7456,,,,,,0,31481,,,,,0101000020E6100000C959D8D30EDA6540BB270F0BB57242C0
7457,27 Ferndale Rd,,-36.89919,174.82927,,,7457,,,,,,0,31483,,,,,0101000020E6100000BA313D6189DA6540F3716DA8187342C0
7455,Merton Rd near Morrin Rd,,-36.88031,174.85061,,,7455,,,,,,0,31342,,,,,0101000020E6100000D174763238DB6540BF2B82FFAD7042C0
7452,Merton Rd and Felton Matthew Ave,,-36.88019,174.8504,,,7452,,,,,,0,31342,,,,,0101000020E610000097900F7A36DB65401422E010AA7042C0
7453,59 Howard Hunter Ave,,-36.87928,174.84841,,,7453,,,,,,0,31343,,,,,0101000020E61000002E73BA2C26DB654071033E3F8C7042C0
7450,82 Howard Hunter Ave,,-36.87963,174.8486,,,7450,,,,,,0,31343,,,,,0101000020E610000057EC2FBB27DB65404D4A41B7977042C0
7451,Opp 32 Howard Hunter Ave,,-36.87654,174.84827,,,7451,,,,,,0,31345,,,,,0101000020E6100000B285200725DB654063D17476327042C0
2035,63 Idlewild Ave,,-36.96622,174.79215,,,2035,,,,,,0,51626,,,,,0101000020E6100000D8F0F44A59D96540DD5ED218AD7B42C0
7458,18 Pukerangi Cr,,-36.89431,174.81285,,,7458,,,,,,0,31480,,,,,0101000020E6100000B7D100DE02DA65402D3E05C0787242C0
2033,Opp 82 Bader Dr,,-36.96554,174.79544,,,2033,,,,,,0,51452,,,,,0101000020E6100000C53D963E74D965406B7D91D0967B42C0
2032,144 Cryers Rd,,-36.9301,174.89569,,,2032,,,,,,0,31752,,,,,0101000020E6100000562B137EA9DC65403B014D840D7742C0
2331,Opp 20 Valder Ave,,-36.95287,174.88994,,,2331,,,,,,0,51772,,,,,0101000020E6100000DF6C73637ADC654075ABE7A4F77942C0
2031,407 Bucklands Beach Rd,,-36.89462,174.90737,,,2031,,,,,,0,31624,,,,,0101000020E6100000E36BCF2C09DD65407C2C7DE8827242C0
51237,Great South Rd/Lakewood Ct,,-36.99371,174.88584,,,51237,,,,,,1,,,,,,0101000020E6100000A3AF20CD58DC6540A5DAA7E3317F42C0
4733,35 Beach Rd,,-36.62759,174.76556,,,4733,,,,,,0,41805,,,,,0101000020E61000000664AF777FD86540F8A57EDE545042C0
4730,6 Beach Rd,,-36.63074,174.76387,,,4730,,,,,,0,41804,,,,,0101000020E6100000A88C7F9F71D86540B8239C16BC5042C0
2749,Opp 146 Settlement Rd,,-37.06434,174.97009,,,2749,,,,,,0,51680,,,,,0101000020E6100000A7052FFA0ADF65408EE9094B3C8842C0
4731,21 Ladies Mile,,-36.63788,174.75459,,,4731,,,,,,0,41812,,,,,0101000020E6100000707CED9925D86540E162450DA65142C0
4736,46 Stanmore Bay Rd,,-36.63159,174.749,,,4736,,,,,,0,41750,,,,,0101000020E61000008716D9CEF7D76540863DEDF0D75042C0
4737,19 Kauri Rd,,-36.6303,174.73948,,,4737,,,,,,0,41767,,,,,0101000020E61000007901F6D1A9D765409B559FABAD5042C0
2332,Paparoa Rd,,-36.90383,174.93472,,,2332,,,,,,0,31718,,,,,0101000020E610000059DDEA39E9DD6540649291B3B07342C0
31915,Patteson Ave and Kepa,,-36.85923,174.82968,,,31915,,,,,,1,,,,,,0101000020E6100000A64412BD8CDA6540FCDEA63FFB6D42C0
8290,202 Whitney St,,-36.91581,174.70884,,,8290,,,,,,0,11343,,,,,0101000020E6100000184339D1AED66540C5AC1743397542C0
31914,Selwyn Ave and Kohimarama,,-36.85448,174.83574,,,31914,,,,,,1,,,,,,0101000020E6100000B0FECF61BEDA6540058BC3995F6D42C0
2039,77 Richard Pearse Dr,,-36.9829,174.78105,,,2039,,,,,,0,51466,,,,,0101000020E61000004ED1915CFED86540849ECDAACF7D42C0
8295,Opp 152 Boundary Rd,,-36.92008,174.71377,,,8295,,,,,,0,11347,,,,,0101000020E6100000B6DB2E34D7D6654012DA722EC57542C0
2314,4 Turnberry Dr,,-37.04982,174.88087,,,2314,,,,,,0,51122,,,,,0101000020E6100000E140481630DC6540E6577380608642C0
2333,25 Springs Rd,,-36.95034,174.89189,,,2333,,,,,,0,51774,,,,,0101000020E610000024B4E55C8ADC6540520ABABDA47942C0
2315,155 Portage Rd,,-36.97551,174.83597,,,2315,,,,,,0,51760,,,,,0101000020E6100000FD4D2844C0DA6540E275FD82DD7C42C0
6530,98 Carruth Rd,,-36.98158,174.86551,,,6530,,,,,,0,51273,,,,,0101000020E61000008D0B0742B2DB65402F34D769A47D42C0
8296,Opp 101 Boundary Rd,,-36.91807,174.71462,,,8296,,,,,,0,11346,,,,,0101000020E61000002922C32ADED6654028B85851837542C0
41068,Lake Rd and Williamson,,-36.80778,174.79011,,,41068,,,,,,1,,,,,,0101000020E6100000C347C49448D96540732EC555656742C0
2309,Ormiston Rd opp Flintridge Dr,,-36.96755,174.92177,,,2309,,,,,,0,51758,,,,,0101000020E6100000E38DCC237FDD6540569FABADD87B42C0
2308,86 Stancombe Rd,,-36.95916,174.91829,,,2308,,,,,,0,31765,,,,,0101000020E6100000CEC7B5A162DD6540D0D03FC1C57A42C0
4729,3 Ladies Mile,,-36.63882,174.75403,,,4729,,,,,,0,49527,,,,,0101000020E61000007EC6850321D86540EF0390DAC45142C0
31909,Line Rd and West Tamaki,,-36.87025,174.85895,,,31909,,,,,,1,,,,,,0101000020E6100000C6DCB5847CDB654008AC1C5A646F42C0
4725,1 Kawau Island Ave,,-36.63273,174.75552,,,4725,,,,,,0,41810,,,,,0101000020E61000002A6F47382DD865405B99F04BFD5042C0
4724,6 Kawau Island Ave,,-36.63278,174.7555,,,4724,,,,,,0,41810,,,,,0101000020E61000001904560E2DD865400CC85EEFFE5042C0
4727,37 Ladies Mile,,-36.636,174.7546,,,4727,,,,,,0,41811,,,,,0101000020E6100000F931E6AE25D86540C520B072685142C0
2302,184 Robertson Rd,,-36.97094,174.81672,,,2302,,,,,,0,51387,,,,,0101000020E6100000A73FFB9122DA65406A300DC3477C42C0
2305,Ormiston Rd near Haddington Dr,,-36.96607,174.91324,,,2305,,,,,,0,51756,,,,,0101000020E6100000C5AC174339DD6540C8D2872EA87B42C0
31901,Remuera Rd and Glen Esk,,-36.87537,174.78537,,,31901,,,,,,1,,,,,,0101000020E61000004E2844C021D9654023F3C81F0C7042C0
4723,17 Manly Park Ave,,-36.63213,174.75641,,,4723,,,,,,0,41809,,,,,0101000020E6100000C18BBE8234D865400569C6A2E95042C0
2306,44 Burundi Ave,,-37.02769,174.8621,,,2306,,,,,,0,51169,,,,,0101000020E6100000363CBD5296DB65408F368E588B8342C0
5847,3999 Great North Rd,,-36.90784,174.66366,,,5847,,,,,,0,21314,,,,,0101000020E61000003A75E5B33CD565401500E319347442C0
5846,64 Waimarie Rd,,-36.77921,174.63677,,,5846,,,,,,0,21502,,,,,0101000020E61000005EA27A6B60D46540AB5B3D27BD6342C0
5842,44 Puriri Rd,,-36.78131,174.64021,,,5842,,,,,,0,21504,,,,,0101000020E61000004F92AE997CD46540D50451F7016442C0
5841,Henderson Interchange Stop A,,-36.88061,174.63113,,,5841,,,,,,0,21222,,,,,0101000020E6100000C9B08A3732D46540E94317D4B77042C0
5840,Opp 145 Kauri Rd,,-36.78258,174.64392,,,5840,,,,,,0,21505,,,,,0101000020E6100000B1A71DFE9AD465407940D9942B6442C0
11281,Sandringham Rd and Mt Albert,,-36.89657,174.73378,,,11281,,,,,,1,,,,,,0101000020E6100000AFCE31207BD76540904946CEC27242C0
11280,Sandringham Rd and Parry,,-36.89451,174.73535,,,11280,,,,,,1,,,,,,0101000020E6100000A323B9FC87D76540F4F8BD4D7F7242C0
11283,Sandringham Rd and O'Donnell,,-36.90118,174.73068,,,11283,,,,,,1,,,,,,0101000020E6100000ECFA05BB61D7654096E7C1DD597342C0
11282,Sandringham Rd and Sheppard,,-36.89896,174.73187,,,11282,,,,,,1,,,,,,0101000020E61000008D5DA27A6BD76540C2340C1F117342C0
11284,Sandringham Rd and Farrelly,,-36.90261,174.72951,,,11284,,,,,,1,,,,,,0101000020E61000005C035B2558D76540738577B9887342C0
11287,Morningside Dr and St Lukes,,-36.88165,174.7327,,,11287,,,,,,1,,,,,,0101000020E6100000EF38454772D765405B423EE8D97042C0
11286,Morningside Dr and Leslie,,-36.87804,174.73514,,,11286,,,,,,1,,,,,,0101000020E6100000683F524486D76540384A5E9D637042C0
3749,1 Lingfield St,,-36.78434,174.7313,,,3749,,,,,,0,41298,,,,,0101000020E610000013F241CF66D76540EA78CC40656442C0
3747,45 Lingfield St,,-36.78649,174.72855,,,3747,,,,,,0,41297,,,,,0101000020E610000007F0164850D76540C6504EB4AB6442C0
3745,81 Archers Rd,,-36.78719,174.73122,,,3745,,,,,,0,41294,,,,,0101000020E6100000CC457C2766D765407FDE54A4C26442C0
98101,Ferry Terminal - West Harbour,,-36.81095,174.64555,,,98101,,,,,,1,,,,,,0101000020E6100000D93D7958A8D465407958A835CD6742C0
3743,Opp 128 Archers Rd,,-36.78485,174.73419,,,3743,,,,,,0,41293,,,,,0101000020E61000009CE1067C7ED76540FF21FDF6756442C0
4620,Opp 1143 Whangaparaoa Rd,,-36.61193,174.77834,,,4620,,,,,,0,41780,,,,,0101000020E610000065A54929E8D865407CB8E4B8534E42C0
4621,1071 Whangaparaoa Rd,,-36.62185,174.77238,,,4621,,,,,,0,41778,,,,,0101000020E6100000B4024356B7D865404182E2C7984F42C0
4622,1136 Whangaparaoa Rd,,-36.6169,174.77393,,,4622,,,,,,0,49532,,,,,0101000020E610000096ECD808C4D8654082734694F64E42C0
4623,1033 Whangaparaoa Rd,,-36.62373,174.77044,,,4623,,,,,,0,41777,,,,,0101000020E6100000F870C971A7D865405DC47762D64F42C0
4624,1072 Whangaparaoa Rd,,-36.62166,174.77243,,,4624,,,,,,0,41778,,,,,0101000020E6100000618E1EBFB7D865409D9D0C8E924F42C0
4625,981 Whangaparaoa Rd,,-36.62723,174.76929,,,4625,,,,,,0,41776,,,,,0101000020E61000007AE40F069ED86540F8889812495042C0
4626,1038 Whangaparaoa Rd,,-36.62387,174.77016,,,4626,,,,,,0,41777,,,,,0101000020E6100000FF959526A5D865404E7ADFF8DA4F42C0
4627,945 Whangaparaoa Rd,,-36.63024,174.76593,,,4627,,,,,,0,41775,,,,,0101000020E6100000CFA0A17F82D86540C6504EB4AB5042C0
