route_id,route_short_name,route_long_name,route_type,agency_id,route_desc,route_url,route_color,route_text_color,id
50002-20170807091914_v56.25,500,Britomart To Mission Heights Via Botany Town Centre,3,HE,,,,,545
95011-20170807091914_v56.25,HMB,Half Moon Bay To Auckland,4,FGL,,,,,546
17107-20170807091914_v56.25,171X,Laingholm to City Centre Express,3,RTH,,,,,547
07353-20170807091914_v56.25,073,Otahuhu To Edgewater College,3,GBT,,,,,548
05453-20170807091914_v56.25,054,Totara Vale to Westlake Schools Via Sunnynook,3,NZBNS,,,,,549
08251-20170724124507_v56.18,082,Stanley Bay To Belmont Schools,3,RTH,,,,,550
52210-20170807091914_v56.25,N26,City Centre To Lynfield Via Dominion Rd (S),3,NZBML,,,,,551
14101-20170724124507_v56.18,141,Henderson West Loop Anticlockwise,3,PC,,,,,552
14205-20170724124507_v56.18,142,Henderson West Loop Clockwise,3,PC,,,,,553
70303-20170724124507_v56.18,703,Remuera To Britomart Via Portland Rd,3,NZBML,,,,,554
53205-20170724124507_v56.18,532,Otahuhu Station to Britomart via Carbine Road,3,NZBML,,,,,555
08451-20170807091914_v56.25,084,Mangere To St Josephs School (Onehunga),3,GBT,,,,,556
91301-20170807091914_v56.25,913,Windy Ridge To Takapuna Via North Shore Hospital,3,NZBNS,,,,,557
02656-20170807091914_v56.25,026,Northcross Intermediate To Gulf Harbour,3,BAYES,,,,,558
87303-20170807091914_v56.25,873X,Constellation Station To City Centre Express Via Sunnynook,3,NZBNS,,,,,559
30012-20170724124507_v56.18,SKY,380 Queen St To Airport Via Dominion Rd,3,ABEXP,,,,,560
08256-20170807091914_v56.25,082,Macleans College To Botany,3,HE,,,,,561
85804-20170724124507_v56.18,858,Mayoral Dr To Long Bay Via North Shore Hospital,3,NZBNS,,,,,562
00956-20170807091914_v56.25,009,Epsom Schools To Glen Innes,3,NZBML,,,,,563
03153-20170724124507_v56.18,031,Otara Town Centre To De La Salle College,3,GBT,,,,,564
37702-20170807091914_v56.25,377,Papakura Interchange To Pahurehure,3,RTH,,,,,565
02356-20170807091914_v56.25,023,Birkdale Intermediate To Beach Haven,3,BTL,,,,,566
60504-20170807091914_v56.25,605,Newmarket To Lucerne Rd Via Benson Rd,3,NZBML,,,,,567
32151-20170724124507_v56.18,321,Glen Innes To Edgewater College,3,HE,,,,,568
95002-20170807091914_v56.25,950,Britomart To Glenfield Mall,3,BTL,,,,,569
24912-20170807091914_v56.25,249,City Centre to Blckhouse Bay and New Lynn via Sandringham Rd,3,NZBML,,,,,570
72101-20170807091914_v56.25,OUT,Outer Link Anticlockwise,3,NZBML,,,,,571
01060-20170807091914_v56.25,010,Kingsway School To Greenhithe,3,BAYES,,,,,572
60601-20170807091914_v56.25,606,Upland Rd To City Centre Via Lucerne Rd And Benson Rd,3,NZBML,,,,,573
36003-20170724124507_v56.18,360X,Papakura To City Via Manurewa (Express),3,RTH,,,,,574
85004-20170724124507_v56.18,85X,Mayoral Dr To Torbay Express,3,NZBNS,,,,,575
05752-20170724124507_v56.18,057,Rosehill College To Manurewa,3,RTH,,,,,576
00762-20170807091914_v56.25,007,Sacred Heart College To Glen Innes Village,3,NZBML,,,,,577
00762-20170724124507_v56.18,007,Sacred Heart College To Glen Innes Village,3,NZBML,,,,,578
80200-20170807091914_v56.25,802X,Mayoral Dr To Bayswater Express,3,RTH,,,,,579
98701-20170807091914_v56.25,987,Arkles Bay to The Plaza,3,NZBNS,,,,,580
00260-20170807091914_v56.25,002,Birkenhead College And Birkdale Intermediate To Chivalry Rd,3,BTL,,,,,581
00856-20170807091914_v56.25,008,Orakei Primary To Kohimarama,3,NZBML,,,,,582
97404-20170807091914_v56.25,974,Britomart To Beach Haven Via Birkdale Rd,3,BTL,,,,,583
03654-20170724124507_v56.18,036,St Marys Primary To Bayview,3,BTL,,,,,584
02354-20170724124507_v56.18,023,Westlake Schools To Totara Vale,3,NZBNS,,,,,585
00354-20170724124507_v56.18,003,Onehunga High To Mangere Bridge,3,GBT,,,,,586
80205-20170807091914_v56.25,802X,Bayswater To Mayoral Dr Express,3,RTH,,,,,587
01102-20170807091914_v56.25,011,St Lukes to Onehunga,3,NZBML,,,,,588
74501-20170807091914_v56.25,745,Glen Innes Centre To Britomart Via Mission Bay,3,NZBML,,,,,589
62506-20170724124507_v56.18,625,Britomart To Glen Innes Via Khyber Pass Rd And Remuera Rd (S,3,NZBML,,,,,590
91301-20170724124507_v56.18,913,Windy Ridge To Takapuna Via North Shore Hospital,3,NZBNS,,,,,591
05653-20170724124507_v56.18,056,Botany Town Centre To Farm Cove Intermediate,3,HE,,,,,592
00156-20170807091914_v56.25,001,McAuley High To Onehunga Transport Centre,3,GBT,,,,,593
95701-20170724124507_v56.18,957,Birkenhead Wharf To Albany Station Via Highbury,3,BTL,,,,,594
32052-20170807091914_v56.25,320,Edgewater College To Glen Innes,3,HE,,,,,595
01462-20170807091914_v56.25,014,Mt Albert Grammar to City Centre,3,NZBML,,,,,596
01462-20170724124507_v56.18,014,Mt Albert Grammar to City Centre,3,NZBML,,,,,597
01755-20170724124507_v56.18,017,Britomart To Sacred Heart College,3,HE,,,,,598
85803-20170724124507_v56.18,858,Long Bay To City Centre Via North Shore Hospital,3,NZBNS,,,,,599
95503-20170807091914_v56.25,955,Glenfield Mall To Britomart,3,BTL,,,,,600
91102-20170807091914_v56.25,911,Takapuna To Glenfield Via Northcote,3,RTH,,,,,601
32652-20170807091914_v56.25,326,Macleans College To Bucklands Beach,3,HE,,,,,602
00358-20170724124507_v56.18,003,Seventh Day Adventist Primary To Mangere Town Centre,3,GBT,,,,,603
99104-20170724124507_v56.18,991X,City Centre (Wellesley St) to Waiwera via HC Station,3,NZBNS,,,,,604
97303-20170807091914_v56.25,973,Verrans Corner To Britomart,3,BTL,,,,,605
57501-20170724124507_v56.18,575,Half Moon Bay To Middlemore Via Otara And Highbrook,3,HE,,,,,606
02651-20170807091914_v56.25,026,Papatoetoe Town Hall To Papatoetoe Intermediate,3,GBT,,,,,607
10162-20170724124507_v56.18,WEST,Britomart Train Station to Kingsland Train Station,2,AM,,,,,608
01804-20170724124507_v56.18,18,City Centre to New Lynn via Great North Rd,3,NZBGW,,,,,609
13301-20170807091914_v56.25,133,Henderson to City Centre via Te Atatu Rd,3,PC,,,,,610
17210-20170807091914_v56.25,172X,City Centre to Glen Eden via New Lynn and Titirangi Express,3,RTH,,,,,611
02351-20170724124507_v56.18,023,Herne Bay To Epsom Girls Grammar,3,NZBML,,,,,612
31401-20170724124507_v56.18,314,Ormiston To Papatoetoe Station Via Otara,3,GBT,,,,,613
32602-20170807091914_v56.25,326,Otahuhu Station To Mangere Town Centre Via Tidal Road,3,GBT,,,,,614
22105-20170807091914_v56.25,221,Rosebank Rd to City Centre via New North Rd,3,NZBGW,,,,,615
05359-20170807091914_v56.25,053,Parrs Park to Avondale College,3,PC,,,,,616
05157-20170724124507_v56.18,051,Sunnynook To Westlake Schools,3,NZBNS,,,,,617
81501-20170724124507_v56.18,815,Devonport To Westwell Rd Via Ngataringa Rd,3,RTH,,,,,618
06255-20170724124507_v56.18,062,Ponsonby To Western Springs College,3,NZBGW,,,,,619
09954-20170807091914_v56.25,099,St Peters School To Lynfield,3,NZBML,,,,,620
00773-20170724124507_v56.18,007,Green Bay High School to Oratia,3,RTH,,,,,621
40067-20170807091914_v56.25,ONE,Onehunga Train Station to Britomart Train Station,2,AM,,,,,622
99311-20170807091914_v56.25,SBAY,Stanley Bay To Auckland,4,FGL,,,,,623
04662-20170724124507_v56.18,046,St Josephs To Silverdale Express,3,RTH,,,,,624
11201-20170724124507_v56.18,112,Hobsonville Point to Westgate via West Harbour,3,PC,,,,,625
00156-20170724124507_v56.18,001,McAuley High To Onehunga Transport Centre,3,GBT,,,,,626
10203-20170807091914_v56.25,WEST,Swanson Train Station to Kingsland Train Station,2,AM,,,,,627
12014-20170807091914_v56.25,120,Akoranga to Henderson,3,RTH,,,,,628
13105-20170724124507_v56.18,131,Te Atatu Peninsula to Henderson,3,PC,,,,,629
92003-20170724124507_v56.18,920,Sylvan Ave To Mayoral Dr,3,RTH,,,,,630
03004-20170724124507_v56.18,030,City Centre To Pt Chevalier Via Muripara,3,NZBML,,,,,631
50161-20170807091914_v56.25,EAST,Manukau Train Station to Britomart Train Station,2,AM,,,,,632
06551-20170807091914_v56.25,065,Otahuhu Town Centre To Ellerslie Penrose Schools,3,GBT,,,,,633
87403-20170807091914_v56.25,874X,Constellation Station To City Centre Express,3,NZBNS,,,,,634
82001-20170724124507_v56.18,820,Takapuna To Mayoral Dr,3,NZBNS,,,,,635
25804-20170807091914_v56.25,258F,City Centre To Blockhouse Bay Via Flyover,3,NZBML,,,,,636
00351-20170807091914_v56.25,003,Mangere Bridge Shops To Holy Cross School (Papatoetoe),3,GBT,,,,,637
81352-20170724124507_v56.18,813,Takapuna Grammar To Takapuna,3,NZBNS,,,,,638
84301-20170807091914_v56.25,843,Constellation Station To Akoranga Station Via Takapuna,3,NZBNS,,,,,639
24604-20170807091914_v56.25,246,City Centre to Wesley via Sandringham Rd,3,NZBML,,,,,640
03256-20170724124507_v56.18,032,Northcote Intermediate And St Marys Primary To Hillcrest,3,BTL,,,,,641
05551-20170724124507_v56.18,055,Conifer Grove To Rosehill Schools,3,RTH,,,,,642
01762-20170807091914_v56.25,017,Kelston Schools to Te Atatu,3,PC,,,,,643
32103-20170724124507_v56.18,321,Middlemore Station to Ellerslie Station via Otahuhu,3,NZBML,,,,,644
10234-20170724124507_v56.18,WEST,Britomart Train Station to Swanson Train Station,2,AM,,,,,645
90011-20170807091914_v56.25,BAYS,Bayswater To Auckland,4,FGL,,,,,646
03052-20170807091914_v56.25,030,Epsom Schools To Mt Eden,3,NZBML,,,,,647
05554-20170724124507_v56.18,055,Remuera Intermediate To Kohimarama Via Meadowbank,3,NZBML,,,,,648
07251-20170807091914_v56.25,072,Highland Park To Howick Schools,3,HE,,,,,649
10252-20170807091914_v56.25,WEST,Britomart Train Station to Henderson Train Station,2,AM,,,,,650
08954-20170724124507_v56.18,089,Takapuna Normal Intermediate To Devonport,3,RTH,,,,,651
82001-20170807091914_v56.25,820,Takapuna To Mayoral Dr,3,NZBNS,,,,,652
04655-20170724124507_v56.18,046,Panmure To Selwyn College,3,HE,,,,,653
01051-20170807091914_v56.25,010,Botany Downs To Epsom Schools,3,HE,,,,,654
87705-20170807091914_v56.25,877X,Torbay To City Centre Express Via Forrest Hill,3,NZBNS,,,,,655
88002-20170724124507_v56.18,880,Albany Loop Clockwise,3,RTH,,,,,656
90013-20170807091914_v56.25,BAYS,Bayswater To Auckland Via Northcote Point and Birkenhead,4,FGL,,,,,657
30003-20170807091914_v56.25,SKY,International Airport To Downtown Via Mt Eden Rd,3,ABEXP,,,,,658
55504-20170724124507_v56.18,555,Highbury To Massey University,3,RTH,,,,,659
97607-20170807091914_v56.25,976,Beach Haven Wharf To Takapuna Via Rangatira Rd,3,BTL,,,,,660
55401-20170807091914_v56.25,554X,Bucklands Beach To Britomart Express Via Tamaki Campus,3,HE,,,,,661
17028-20170724124507_v56.18,170,New Lynn to Titirangi South,3,RTH,,,,,662
00204-20170807091914_v56.25,2X,Matiatia Wharf To Rocky Bay via Pacific Pde,3,WBC,,,,,663
31757-20170724124507_v56.18,317,Redcastle Dr To Howick Schools,3,HE,,,,,664
97504-20170807091914_v56.25,975,Takapuna To Beach Haven Via Rangatira Rd,3,BTL,,,,,665
00901-20170807091914_v56.25,009,Onehunga To New Lynn,3,PC,,,,,666
50001-20170724124507_v56.18,500,Mission Heights To Britomart Via Botany Town Centre,3,HE,,,,,667
65501-20170724124507_v56.18,655,Glen Innes To Britomart Via Meadowbank And Parnell,3,NZBML,,,,,668
19507-20170807091914_v56.25,195,New Lynn to City Centre via Green Bay and Blockhouse Bay Rd,3,RTH,,,,,669
75704-20170807091914_v56.25,757,Britomart to Otahuhu via Glen Innes and Mission Heights,3,NZBML,,,,,670
79906-20170807091914_v56.25,INN,Inner Link K Rd To CBD Clockwise,3,NZBML,,,,,671
10028-20170724124507_v56.18,N10,"City To Otara Via Manukau Rd, Onehunga, Mangere, Papatoe (S)",3,GBT,,,,,672
03101-20170724124507_v56.18,31,Mangere Town Centre To Botany Town Centre Via Otara,3,GBT,,,,,673
54502-20170724124507_v56.18,545,Bucklands Beach To Botany Town Centre Via Highland Park,3,HE,,,,,674
14603-20170807091914_v56.25,146,Swanson Station to Henderson via Central Park Dr,3,PC,,,,,675
00705-20170807091914_v56.25,007,St Heliers To Pt Chevalier Via Greenlane Hospital,3,NZBML,,,,,676
20224-20170807091914_v56.25,STH,Homai Train Station to Papakura Train Station,2,AM,,,,,677
05852-20170807091914_v56.25,058,Rosehill College To Homai,3,RTH,,,,,678
96004-20170807091914_v56.25,960,Highbury To Northcote Point,3,BTL,,,,,679
12902-20170807091914_v56.25,129,City Centre to Westgate via Don Buck Rd,3,NZBGW,,,,,680
04253-20170724124507_v56.18,042,Castor Bay To Campbells Bay Primary,3,NZBNS,,,,,681
35801-20170724124507_v56.18,358,Pakuranga Plaza To Onehunga Via Penrose,3,HE,,,,,682
18603-20170724124507_v56.18,186,South Lynn Loop,3,RTH,,,,,683
97102-20170724124507_v56.18,971,Auckland University To Chatswood,3,BTL,,,,,684
30118-20170724124507_v56.18,PUK,Papakura Train Station to Pukekohe Train Station,2,AM,,,,,685
30201-20170807091914_v56.25,302,Onehunga To City Centre,3,NZBML,,,,,686
00262-20170724124507_v56.18,002,Manurewa Schools To Clendon,3,RTH,,,,,687
70302-20170807091914_v56.25,703,Britomart To Portland Rd,3,NZBML,,,,,688
00502-20170807091914_v56.25,005,Britomart To Pt Chevalier Via Westmere,3,NZBML,,,,,689
02752-20170807091914_v56.25,027,Glendowie College To Otahuhu Transport Centre,3,NZBML,,,,,690
01851-20170724124507_v56.18,018,Highland Park To Sancta Maria College,3,HE,,,,,691
00956-20170724124507_v56.18,009,Epsom Schools To Glen Innes,3,NZBML,,,,,692
10023-20170807091914_v56.25,WEST,Kingsland Train Station to Britomart Train Station,2,AM,,,,,693
87304-20170724124507_v56.18,873X,Mayoral Dr To Constellation Station Express Via Sunnynook,3,NZBNS,,,,,694
05655-20170724124507_v56.18,056,Forest Hill to Avondale College,3,PC,,,,,695
87552-20170724124507_v56.18,875,Westlake Girls To Browns Bay,3,NZBNS,,,,,696
91013-20170724124507_v56.18,BIRK,Birkenhead To Auckland,4,FGL,,,,,697
36104-20170724124507_v56.18,361,MIT To Manurewa Interchange Via Mahia Rd,3,RTH,,,,,698
05854-20170807091914_v56.25,058,Rosehill Intermediate To Manurewa Via Conifer Grove,3,RTH,,,,,699
98301-20170724124507_v56.18,983,"Gulf Harbour to HC Station via Manly shops, Vipond Rd, Red B",3,NZBNS,,,,,700
95801-20170724124507_v56.18,958,Constellation Station To Britomart Via Onewa Rd,3,BTL,,,,,701
08451-20170724124507_v56.18,084,Mangere To St Josephs School (Onehunga),3,GBT,,,,,702
01455-20170807091914_v56.25,014,Mairangi Bay To Westlake Schools,3,NZBNS,,,,,703
01657-20170807091914_v56.25,016,Greenhithe to Albany Junior High School,3,RTH,,,,,704
96202-20170724124507_v56.18,962,Newmarket To Albany Station Via Ponsonby,3,NZBNS,,,,,705
30005-20170724124507_v56.18,SKY,Airport To Downtown Via Dominion Rd,3,ABEXP,,,,,706
22107-20170807091914_v56.25,221X,Rosebank Rd to City Centre via New North Rd Express,3,NZBGW,,,,,707
25503-20170724124507_v56.18,255F,May Rd To City Centre Via Flyover,3,NZBML,,,,,708
26702-20170807091914_v56.25,267,City Centre To Lynfield,3,NZBML,,,,,709
83901-20170807091914_v56.25,839,Long Bay To Mayoral Dr Via Crown Hill,3,NZBNS,,,,,710
03102-20170724124507_v56.18,31,Botany Town Centre To Mangere Town Centre Via Otara,3,GBT,,,,,711
17105-20170724124507_v56.18,171,Laingholm to New Lynn,3,RTH,,,,,712
09551-20170807091914_v56.25,095,Pt Chevalier To St Marys College,3,NZBML,,,,,713
79908-20170807091914_v56.25,INN,Inner Link Ponsonby To CBD Clockwise,3,NZBML,,,,,714
40067-20170724124507_v56.18,ONE,Onehunga Train Station to Britomart Train Station,2,AM,,,,,715
00772-20170807091914_v56.25,007,Green Bay High to Oratia,3,RTH,,,,,716
00709-20170724124507_v56.18,007,St Heliers To Pt Chevalier,3,NZBML,,,,,717
00163-20170724124507_v56.18,001,Everglade To Manurewa High And Greenmeadows Intermediate,3,RTH,,,,,718
97304-20170724124507_v56.18,973,Britomart To Beach Haven Via Rangatira Rd,3,BTL,,,,,719
60601-20170724124507_v56.18,606,Upland Rd To City Centre Via Lucerne Rd And Benson Rd,3,NZBML,,,,,720
00164-20170724124507_v56.18,001,Birkenhead College To Beach Haven,3,BTL,,,,,721
15101-20170807091914_v56.25,151X,Parrs Park to City Centre via New Lynn Express,3,PC,,,,,722
03202-20170807091914_v56.25,32,Sylvia Park To Mangere Town Centre Via Otahuhu,3,GBT,,,,,723
51501-20170807091914_v56.25,515,Otahuhu Station to Britomart via Ruawai Rd and Panama Rd,3,NZBML,,,,,724
96202-20170807091914_v56.25,962,Newmarket To Albany Station Via Ponsonby,3,NZBNS,,,,,725
68501-20170724124507_v56.18,685X,Glen Innes To Britomart Express Via Tamaki Dr And Upland Rd,3,NZBML,,,,,726
91302-20170724124507_v56.18,913,Takapuna To Windy Ridge Via North Shore Hospital,3,NZBNS,,,,,727
96019-20170807091914_v56.25,HOBS,Beach Haven to Auckland via Hobsonville Indirect,4,360D,,,,,728
01853-20170724124507_v56.18,018,Orewa To Whangaparaoa College,3,BAYES,,,,,729
27402-20170807091914_v56.25,274,Britomart To Three Kings,3,NZBML,,,,,730
13202-20170807091914_v56.25,132,City Centre to Te Atatu Peninsula,3,PC,,,,,731
88601-20170807091914_v56.25,886,Long Bay To Constellation Station Via Browns Bay,3,RTH,,,,,732
55213-20170724124507_v56.18,552,Bucklands Beach To Panmure Via Half Moon Bay,3,HE,,,,,733
19508-20170724124507_v56.18,195,City Centre to New Lynn via Blockhouse Bay Rd and Green Bay,3,RTH,,,,,734
83902-20170807091914_v56.25,839,Mayoral Dr To Long Bay Via Crown Hill,3,NZBNS,,,,,735
05854-20170724124507_v56.18,058,Rosehill Intermediate To Manurewa Via Conifer Grove,3,RTH,,,,,736
52501-20170724124507_v56.18,525,Sylvia Park to Britomart via Mt Wellington Highway,3,NZBML,,,,,737
08454-20170807091914_v56.25,084,St Josephs School (Onehunga) To Mangere Town Centre,3,GBT,,,,,738
00960-20170724124507_v56.18,009,Westlake Girls To Verrans Corner,3,BTL,,,,,739
96004-20170724124507_v56.18,960,Highbury To Northcote Point,3,BTL,,,,,740
00751-20170724124507_v56.18,007,Balmoral To Mt Albert Grammar,3,NZBML,,,,,741
20439-20170807091914_v56.25,STH,Papakura Train Station to Britomart Train Station,2,AM,,,,,742
01358-20170807091914_v56.25,013,Rangitoto College To Unsworth Heights,3,NZBNS,,,,,743
07453-20170807091914_v56.25,074,Remuera To Selwyn College,3,NZBML,,,,,744
00454-20170807091914_v56.25,004,Orewa College to Army Bay,3,BAYES,,,,,745
52906-20170807091914_v56.25,N97,City Centre To Birkenhead Via Beach Hvn And Glenfield Rd (S),3,BTL,,,,,746
20419-20170724124507_v56.18,STH,Papakura Train Station to Britomart Train Station,2,AM,,,,,747
02003-20170724124507_v56.18,020X,Westmere To Britomart Express,3,NZBML,,,,,748
07257-20170807091914_v56.25,072,Titirangi to Avondale College,3,RTH,,,,,749
07054-20170724124507_v56.18,070,Upper Harbour Primary To Oakway Dr,3,RTH,,,,,750
10235-20170724124507_v56.18,WEST,Swanson Train Station to Britomart Train Station,2,AM,,,,,751
12012-20170807091914_v56.25,120,Akoranga to Westgate,3,RTH,,,,,752
10002-20170724124507_v56.18,NEX,Britomart To Albany Station,3,RTH,,,,,753
01803-20170724124507_v56.18,18,New Lynn to City Centre via Great North Rd,3,NZBGW,,,,,754
02855-20170724124507_v56.18,028,Long Bay College To Northcross Intermediate,3,BAYES,,,,,755
31201-20170807091914_v56.25,312,Onehunga To City Centre Via Oranga,3,NZBML,,,,,756
95502-20170724124507_v56.18,955,Britomart To Bayview,3,BTL,,,,,757
01552-20170807091914_v56.25,015,Long Bay Primary To Torbay,3,NZBNS,,,,,758
08953-20170807091914_v56.25,089,Botany Downs To Sancta Maria College,3,HE,,,,,759
80401-20170807091914_v56.25,804,Bayswater Wharf To Takapuna Via Westlake,3,RTH,,,,,760
97404-20170724124507_v56.18,974,Britomart To Beach Haven Via Birkdale Rd,3,BTL,,,,,761
07354-20170807091914_v56.25,073,St Thomas Primary To Remuera,3,NZBML,,,,,762
00903-20170807091914_v56.25,009,Sylvia Park To New Lynn (No Stop On Donavon St By Countdown),3,PC,,,,,763
00951-20170807091914_v56.25,009,Glenfield To Westlake Schools,3,NZBNS,,,,,764
55004-20170807091914_v56.25,550X,Britomart To Cockle Bay Express,3,HE,,,,,765
03302-20170724124507_v56.18,33,Otahuhu Station to Papakura Interchange Via Great South Rd,3,RTH,,,,,766
96602-20170724124507_v56.18,966,Newmarket To Beach Haven Via Ponsonby,3,BTL,,,,,767
71902-20170807091914_v56.25,719,Britomart to Sylvia Park,3,NZBML,,,,,768
27701-20170724124507_v56.18,277,Waikowhai To Britomart,3,NZBML,,,,,769
00756-20170724124507_v56.18,007,Mt Albert Grammar To Epsom,3,NZBML,,,,,770
25802-20170807091914_v56.25,258,City Centre To Blockhouse Bay Via Dominion Rd,3,NZBML,,,,,771
64502-20170807091914_v56.25,645,Britomart To Glen Innes Via Parnell And Remuera Rd,3,NZBML,,,,,772
10245-20170807091914_v56.25,WEST,Swanson Train Station to Britomart Train Station,2,AM,,,,,773
10018-20170724124507_v56.18,N10,"City To Otara Via Manukau Rd, Onehunga, Mangere, Papatoetoe",3,GBT,,,,,774
02258-20170807091914_v56.25,022,St Josephs School To Takapuna Via Milford And Crown Hill,3,RTH,,,,,775
02258-20170724124507_v56.18,022,St Josephs School To Takapuna Via Milford And Crown Hill,3,RTH,,,,,776
01406-20170724124507_v56.18,14T,"New Lynn to Westgate via Henderson, Lincoln Rd & Triangle Rd",3,NZBGW,,,,,777
00905-20170807091914_v56.25,009,Sylvia Park To New Lynn Via Blockhouse Bay Shops,3,PC,,,,,778
32352-20170807091914_v56.25,323,Howick Intermediate To Botany Downs,3,HE,,,,,779
01556-20170807091914_v56.25,015,Westlake Girls To Bayview,3,BTL,,,,,780
90504-20170807091914_v56.25,905,Takapuna To Glenfield Via Unsworth Heights,3,RTH,,,,,781
22310-20170807091914_v56.25,223X,City Centre to New Lynn via New North Rd Express,3,NZBGW,,,,,782
30008-20170807091914_v56.25,SKY,Downtown To International Airport Via Dominion Rd,3,ABEXP,,,,,783
02257-20170807091914_v56.25,022,Henderson to Rangeview Intermediate via Glendene,3,PC,,,,,784
06255-20170807091914_v56.25,062,Ponsonby To Western Springs College,3,NZBGW,,,,,785
04658-20170724124507_v56.18,046,Selwyn College To Ellerslie Shops,3,NZBML,,,,,786
16202-20170724124507_v56.18,162,New Lynn to Henderson via Glendene,3,NZBGW,,,,,787
01456-20170724124507_v56.18,014,St Josephs School To Sunnynook,3,NZBNS,,,,,788
07358-20170807091914_v56.25,073,Wairau Intermediate To Birkdale,3,BTL,,,,,789
06356-20170807091914_v56.25,063,Ellerslie Primary To Mt Wellington,3,NZBML,,,,,790
24603-20170724124507_v56.18,246,Wesley to City Centre via Sandringham Rd,3,NZBML,,,,,791
12007-20170724124507_v56.18,120,Hobsonville to Constellation Station,3,RTH,,,,,792
36104-20170807091914_v56.25,361,MIT To Manurewa Interchange Via Mahia Rd,3,RTH,,,,,793
04951-20170724124507_v56.18,049,Kowhai Rd To Long Bay College,3,NZBNS,,,,,794
40017-20170807091914_v56.25,ONE,Onehunga Train Station to Britomart Train Station,2,AM,,,,,795
09951-20170807091914_v56.25,099,Lynfield To Auckland Grammar And St Peters,3,NZBML,,,,,796
15405-20170807091914_v56.25,154,Henderson to New Lynn via Glen Eden,3,PC,,,,,797
02056-20170724124507_v56.18,020,Western Springs College To Herne Bay,3,NZBML,,,,,798
97301-20170807091914_v56.25,973,Beach Haven To Britomart Via Birkdale Rd,3,BTL,,,,,799
91016-20170724124507_v56.18,BIRK,Auckland To Birkenhead Via Bayswater and Northcote Point,4,FGL,,,,,800
58903-20170807091914_v56.25,589,Beachlands And Maraetai To Botany Town Centre Via Flat Bush,3,HE,,,,,801
20903-20170724124507_v56.18,209,Titirangi to City Centre via Green Bay and New North Rd,3,RTH,,,,,802
01253-20170807091914_v56.25,012,Gulf Harbour To Kingsway School,3,BAYES,,,,,803
19520-20170724124507_v56.18,195,Blockhouse Bay Intermediate to New_Lynn,3,RTH,,,,,804
03356-20170807091914_v56.25,033,Rosmini College To Verrans Corner,3,BTL,,,,,805
04752-20170807091914_v56.25,047,Carmel College And Westlake Girls To Gulf Harbour,3,NZBNS,,,,,806
97201-20170807091914_v56.25,972,Beach Haven Wharf To Auckland University,3,BTL,,,,,807
89103-20170807091914_v56.25,891X,Albany Village To Newmarket,3,NZBNS,,,,,808
80405-20170724124507_v56.18,804,Bayswater To Takapuna Via Francis St and Milford,3,RTH,,,,,809
36101-20170724124507_v56.18,361,Manurewa Interchange To Otara / Mit Via Mahia Rd,3,RTH,,,,,810
04556-20170807091914_v56.25,045,Westlake Schools To Silverdale,3,NZBNS,,,,,811
06654-20170807091914_v56.25,066,Rangitoto College To Takapuna,3,NZBNS,,,,,812
04554-20170807091914_v56.25,045,Selwyn College To Remuera,3,NZBML,,,,,813
04660-20170724124507_v56.18,046,St Josephs School To Orewa,3,NZBNS,,,,,814
01763-20170724124507_v56.18,017,Greenhithe to Albany High Schools via Upper Harbour Dr,3,RTH,,,,,815
01061-20170724124507_v56.18,010,Sandringham to Ponsonby Int,3,NZBGW,,,,,816
76801-20170807091914_v56.25,768,Glendowie To Britomart Via Tamaki Drive,3,NZBML,,,,,817
31202-20170807091914_v56.25,312,City Centre To Onehunga Via Oranga,3,NZBML,,,,,818
01459-20170807091914_v56.25,014,Beach Haven To Northcote Schools,3,BTL,,,,,819
88201-20170807091914_v56.25,882,Torbay To Albany Station,3,NZBNS,,,,,820
02053-20170807091914_v56.25,020,Remuera To Sacred Heart College,3,HE,,,,,821
62502-20170807091914_v56.25,625,Britomart To Glen Innes Via Khyber Pass Rd And Remuera Rd,3,NZBML,,,,,822
55211-20170724124507_v56.18,552,Bucklands Beach To Panmure Via Eastern Beach,3,HE,,,,,823
10002-20170807091914_v56.25,NEX,Britomart To Albany Station,3,RTH,,,,,824
06259-20170724124507_v56.18,062,Unsworth To Albany Primary,3,RTH,,,,,825
01353-20170724124507_v56.18,013,Otara To Edgewater College,3,GBT,,,,,826
50003-20170807091914_v56.25,500,Kilkenny Dr To Britomart Via Botany Town Centre,3,HE,,,,,827
19518-20170807091914_v56.25,195,City Centre to Blockhouse Bay,3,RTH,,,,,828
56001-20170724124507_v56.18,560,Glenfield to Massey University,3,RTH,,,,,829
05656-20170807091914_v56.25,056,Rosehill College To Wattle Downs,3,RTH,,,,,830
36901-20170724124507_v56.18,369,Wiri Industrial Loop Anticlockwise,3,RTH,,,,,831
31757-20170807091914_v56.25,317,Redcastle Dr To Howick Schools,3,HE,,,,,832
05654-20170807091914_v56.25,056,Carmel College To Totara Vale,3,NZBNS,,,,,833
03254-20170724124507_v56.18,032,Westlake Boys To Browns Bay,3,NZBNS,,,,,834
04851-20170724124507_v56.18,048,Northcross To East Coast Bays Schools,3,NZBNS,,,,,835
07451-20170724124507_v56.18,074,Glenfield Shops To Westlake Schools,3,NZBNS,,,,,836
02004-20170724124507_v56.18,020X,Britomart To Westmere Express,3,NZBML,,,,,837
