route_id,route_short_name,route_long_name,route_type,agency_id,route_desc,route_url,route_color,route_text_color,id
96012-20170724124507_v56.18,HOBS,Auckland To Hobsonville Via Beach Haven,4,360D,,,,,1124
32104-20170724124507_v56.18,321,Ellerslie Station to Middlemore Station via Otahuhu,3,NZBML,,,,,1125
72107-20170724124507_v56.18,OUT,Outer Link St Lukes To CBD Anticlockwise,3,NZBML,,,,,1126
22107-20170724124507_v56.18,221X,Rosebank Rd to City Centre via New North Rd Express,3,NZBGW,,,,,1127
00714-20170724124507_v56.18,007,Pt Chevalier To Glen Innes,3,NZBML,,,,,1128
97402-20170807091914_v56.25,974,Britomart To Verrans Corner,3,BTL,,,,,1129
38011-20170807091914_v56.25,380,Manukau To Onehunga Via Airport,3,GBT,,,,,1130
02255-20170724124507_v56.18,022,Panmure To Baradene College,3,HE,,,,,1131
94501-20170724124507_v56.18,945,Takapuna To Glenfield Via Marlborough,3,RTH,,,,,1132
01753-20170807091914_v56.25,017,Devonport To Westlake Schools,3,RTH,,,,,1133
00710-20170807091914_v56.25,007,Pt Chevalier To St Heliers,3,NZBML,,,,,1134
53205-20170807091914_v56.25,532,Otahuhu Station to Britomart via Carbine Road,3,NZBML,,,,,1135
06156-20170807091914_v56.25,061,One Tree Hill College To Panmure Town Centre,3,NZBML,,,,,1136
98302-20170724124507_v56.18,983,"HC Station to Gulf Harbour via Silverdale, Red Beach, Vipond",3,NZBNS,,,,,1137
96003-20170724124507_v56.18,960,Northcote Point To Highbury Shops,3,BTL,,,,,1138
31351-20170807091914_v56.25,313,Our Lady Star of the Sea School to Bucklands Beach,3,HE,,,,,1139
52803-20170724124507_v56.18,N83,City Centre To Takapuna And East Coast Bays,3,NZBNS,,,,,1140
37802-20170807091914_v56.25,378,Papakura Shops To Karaka Harbourside Loop,3,RTH,,,,,1141
50161-20170724124507_v56.18,EAST,Manukau Train Station to Britomart Train Station,2,AM,,,,,1142
09952-20170807091914_v56.25,099,Auckland Grammar And St Peters To Lynfield,3,NZBML,,,,,1143
09952-20170724124507_v56.18,099,Auckland Grammar And St Peters To Lynfield,3,NZBML,,,,,1144
89103-20170724124507_v56.18,891X,Albany Village To Newmarket,3,NZBNS,,,,,1145
12017-20170807091914_v56.25,120,Hobsonville to Akoranga,3,RTH,,,,,1146
32251-20170724124507_v56.18,322,Smales Rd To Howick College And Somerville Intermediate,3,HE,,,,,1147
98106-20170807091914_v56.25,981,HC Station To Waiwera,3,NZBNS,,,,,1148
25504-20170724124507_v56.18,255F,City Centre To May Rd Via Flyover,3,NZBML,,,,,1149
10091-20170724124507_v56.18,WEST,Swanson Train Station to Britomart Train Station,2,AM,,,,,1150
77104-20170724124507_v56.18,771,Auckland Grammar To St Heliers Via Mission Bay,3,NZBML,,,,,1151
01751-20170724124507_v56.18,017,Bayswater To Westlake Schools,3,RTH,,,,,1152
00163-20170807091914_v56.25,001,Everglade To Manurewa High And Greenmeadows Intermediate,3,RTH,,,,,1153
20224-20170724124507_v56.18,STH,Homai Train Station to Papakura Train Station,2,AM,,,,,1154
14301-20170724124507_v56.18,143,Ranui to Henderson via Sturges Rd,3,PC,,,,,1155
39802-20170724124507_v56.18,398,Pukekohe to Tuakau,3,RTH,,,,,1156
01256-20170724124507_v56.18,012,Kingsway School To Gulf Harbour,3,BAYES,,,,,1157
02004-20170807091914_v56.25,020X,Britomart To Westmere Express,3,NZBML,,,,,1158
06452-20170807091914_v56.25,064,Epsom And Remuera Schools To Constellation Station,3,NZBML,,,,,1159
97303-20170724124507_v56.18,973,Verrans Corner To Britomart,3,BTL,,,,,1160
96012-20170807091914_v56.25,HOBS,Auckland To Hobsonville Via Beach Haven,4,360D,,,,,1161
11005-20170807091914_v56.25,110,Westgate to City Centre via Northwestern Motorway,3,NZBGW,,,,,1162
11005-20170724124507_v56.18,110,Westgate to City Centre via Northwestern Motorway,3,NZBGW,,,,,1163
38011-20170724124507_v56.18,380,Manukau To Onehunga Via Airport,3,GBT,,,,,1164
02760-20170724124507_v56.18,027,Carmel College To Beach Haven via Lake Rd 1,3,BTL,,,,,1165
88202-20170724124507_v56.18,882,Albany Station To Torbay,3,NZBNS,,,,,1166
55102-20170724124507_v56.18,551,Britomart To North Park Via Newmarket,3,HE,,,,,1167
35802-20170807091914_v56.25,358,Onehunga To Pakuranga Plaza Via Penrose,3,HE,,,,,1168
19520-20170807091914_v56.25,195,Blockhouse Bay Intermediate to New_Lynn,3,RTH,,,,,1169
02262-20170807091914_v56.25,022,Waikowhai Intermediate to Lynfield,3,NZBML,,,,,1170
02152-20170807091914_v56.25,021,Baradene College To St Heliers,3,NZBML,,,,,1171
73108-20170724124507_v56.18,OUT,Outer Link Mt Eden To CBD Clockwise,3,NZBML,,,,,1172
27401-20170807091914_v56.25,274,Three Kings To Britomart,3,NZBML,,,,,1173
98204-20170807091914_v56.25,982,HC Station To Gulf Harbour,3,NZBNS,,,,,1174
97501-20170807091914_v56.25,975,Beach Haven To Takapuna Via Birkdale Rd,3,BTL,,,,,1175
77101-20170807091914_v56.25,771,St Heliers To Newmarket Via Mission Bay,3,NZBML,,,,,1176
01061-20170807091914_v56.25,010,Sandringham to Ponsonby Int,3,NZBGW,,,,,1177
12010-20170807091914_v56.25,120,Constellation to Westgate,3,RTH,,,,,1178
07254-20170724124507_v56.18,072,Northcote College To Marlborough,3,BTL,,,,,1179
87704-20170807091914_v56.25,877X,Mayoral Dr To Torbay Express Via Forrest Hill,3,NZBNS,,,,,1180
91504-20170724124507_v56.18,915,Takapuna To Bayview,3,BTL,,,,,1181
20328-20170807091914_v56.25,STH,Britomart Train Station to Papakura Train Station,2,AM,,,,,1182
20328-20170724124507_v56.18,STH,Britomart Train Station to Papakura Train Station,2,AM,,,,,1183
50005-20170724124507_v56.18,500,Botany Town Centre To Britomart Via Ti Rakau Dr,3,HE,,,,,1184
86605-20170724124507_v56.18,866X,Torbay To City Centre Express Via Crown Hill,3,NZBNS,,,,,1185
97406-20170724124507_v56.18,974,Britomart To Beach Haven Via Highbury Bypass,3,BTL,,,,,1186
50008-20170807091914_v56.25,50X,Britomart To Otahuhu Express Via Mt Wellington,3,NZBML,,,,,1187
00353-20170807091914_v56.25,003,Flat Bush to Alfriston Sch and Takanini to Alfriston Col,3,RTH,,,,,1188
03161-20170724124507_v56.18,031,West Harbour and Greenhithe to North Shore Schools,3,RTH,,,,,1189
04952-20170807091914_v56.25,049,St Josephs And Rosmini College To Browns Bay,3,NZBNS,,,,,1190
01651-20170807091914_v56.25,016,Howick To Sacred Heart College,3,HE,,,,,1191
98022-20170724124507_v56.18,MTIA,Auckland 2 to Waiheke Island 2,4,FGL,,,,,1192
30004-20170724124507_v56.18,SKY,Downtown To International Airport Via Mt Eden Rd,3,ABEXP,,,,,1193
96601-20170807091914_v56.25,966,Beach Haven To Newmarket Via Ponsonby,3,BTL,,,,,1194
32201-20170724124507_v56.18,322,Otahuhu Station to Britomart via Great South Road,3,NZBML,,,,,1195
01156-20170724124507_v56.18,011,St Ignatius School To Glendowie,3,NZBML,,,,,1196
83701-20170807091914_v56.25,837,Torbay To Mayoral Dr,3,NZBNS,,,,,1197
25803-20170724124507_v56.18,258F,Blockhouse Bay To City Centre Via Flyover,3,NZBML,,,,,1198
01052-20170807091914_v56.25,010,Auckland Grammar To Remuera Via Benson Rd,3,NZBML,,,,,1199
32601-20170807091914_v56.25,326,Mangere Town Centre To Otahuhu Station Via Tidal Road,3,GBT,,,,,1200
99011-20170724124507_v56.18,PINE,Pine Harbour To Auckland,4,SLPH,,,,,1201
00358-20170807091914_v56.25,003,Seventh Day Adventist Primary To Mangere Town Centre,3,GBT,,,,,1202
13803-20170807091914_v56.25,138,Henderson to New Lynn via Rosebank Rd,3,PC,,,,,1203
30011-20170724124507_v56.18,SKY,Airport To 380 Queen St Via Dominion Rd,3,ABEXP,,,,,1204
87704-20170724124507_v56.18,877X,Mayoral Dr To Torbay Express Via Forrest Hill,3,NZBNS,,,,,1205
05560-20170724124507_v56.18,055,Westlake Schools To Wairau Valley,3,NZBNS,,,,,1206
39802-20170807091914_v56.25,398,Pukekohe to Tuakau,3,RTH,,,,,1207
02862-20170807091914_v56.25,028,North Shore Schools to Whenuapai NN,3,RTH,,,,,1208
01405-20170807091914_v56.25,14W,"Westgate to New Lynn via Waimumu Rd, Lincoln Rd & Henderson",3,NZBGW,,,,,1209
64502-20170724124507_v56.18,645,Britomart To Glen Innes Via Parnell And Remuera Rd,3,NZBML,,,,,1210
02452-20170807091914_v56.25,024,Papatoetoe Intermediate To Manukau,3,GBT,,,,,1211
40017-20170724124507_v56.18,ONE,Onehunga Train Station to Britomart Train Station,2,AM,,,,,1212
31005-20170807091914_v56.25,31X,Onehunga To City Centre Express Via One Tree Hill,3,NZBML,,,,,1213
08054-20170807091914_v56.25,080,Takapuna Grammar To Devonport,3,RTH,,,,,1214
03351-20170807091914_v56.25,033,Long Bay To Westlake Schools,3,NZBNS,,,,,1215
10228-20170807091914_v56.25,WEST,Britomart Train Station to Swanson Train Station,2,AM,,,,,1216
80309-20170724124507_v56.18,803,Takapuna Loop,3,RTH,,,,,1217
30903-20170724124507_v56.18,309X,Mangere Town Centre To City Centre (Express),3,GBT,,,,,1218
92202-20170807091914_v56.25,922,Mayoral Dr To Takapuna Via Northcote,3,RTH,,,,,1219
92202-20170724124507_v56.18,922,Mayoral Dr To Takapuna Via Northcote,3,RTH,,,,,1220
05858-20170807091914_v56.25,058,Howick Intermediate To Manukau Station,3,HE,,,,,1221
00856-20170724124507_v56.18,008,Orakei Primary To Kohimarama,3,NZBML,,,,,1222
32502-20170724124507_v56.18,325,Manukau Station To Mangere Town Centre Via Otara And Otahuhu,3,GBT,,,,,1223
02954-20170724124507_v56.18,029,Westlake Schools To Rothesay Bay,3,NZBNS,,,,,1224
37701-20170724124507_v56.18,377,Pahurehure To Papakura Interchange,3,RTH,,,,,1225
07851-20170724124507_v56.18,078,Golflands To Farm Cove Intermediate,3,HE,,,,,1226
30202-20170724124507_v56.18,302,City Centre To Onehunga,3,NZBML,,,,,1227
26704-20170807091914_v56.25,267F,City Centre To Lynfield Via Flyover,3,NZBML,,,,,1228
26704-20170724124507_v56.18,267F,City Centre To Lynfield Via Flyover,3,NZBML,,,,,1229
00454-20170724124507_v56.18,004,Orewa College to Army Bay,3,BAYES,,,,,1230
02358-20170807091914_v56.25,023,Baradene College To Stonefields,3,HE,,,,,1231
35202-20170724124507_v56.18,352,Panmure To Manukau Station Via East Tamaki,3,HE,,,,,1232
00708-20170807091914_v56.25,007,Pt Chevalier To St Heliers Via Selwyn Village And Hospital,3,NZBML,,,,,1233
31552-20170807091914_v56.25,315,Somerville Intermediate To Dannemora,3,HE,,,,,1234
01653-20170724124507_v56.18,016,Rothesay Bay Shops To Westlake Schools,3,NZBNS,,,,,1235
03051-20170807091914_v56.25,030,Balmoral To Epsom Schools,3,NZBML,,,,,1236
08752-20170807091914_v56.25,087,Westlake Schools To Stanley Bay,3,RTH,,,,,1237
02953-20170807091914_v56.25,029,Puhinui To Papatoetoe Schools,3,GBT,,,,,1238
77107-20170807091914_v56.25,771,St Heliers To Eastridge Via Mission Bay,3,NZBML,,,,,1239
72111-20170807091914_v56.25,OUT,Outer Link Herne Bay To CBD Anticlockwise,3,NZBML,,,,,1240
06952-20170724124507_v56.18,069,St Johns School To Albany,3,NZBNS,,,,,1241
00460-20170807091914_v56.25,004,Birkenhead College To Highbury,3,BTL,,,,,1242
00761-20170724124507_v56.18,007,Salisbury Rd To Westlake Schools,3,BTL,,,,,1243
95701-20170807091914_v56.25,957,Birkenhead Wharf To Albany Station Via Highbury,3,BTL,,,,,1244
97307-20170807091914_v56.25,973,Highbury To Britomart,3,BTL,,,,,1245
06056-20170807091914_v56.25,060,St Johns School To Pinehill,3,NZBNS,,,,,1246
01754-20170724124507_v56.18,017,Otahuhu Schools To Mt Wellington,3,GBT,,,,,1247
30009-20170807091914_v56.25,SKY,Airport To 380 Queen St Via Mt Eden Rd,3,ABEXP,,,,,1248
00859-20170807091914_v56.25,008,East Coast Rd To Kingsway School,3,BAYES,,,,,1249
03153-20170807091914_v56.25,031,Otara Town Centre To De La Salle College,3,GBT,,,,,1250
09751-20170807091914_v56.25,097,Rocky Bay To Waiheke Schools,3,WBC,,,,,1251
00310-20170807091914_v56.25,3,Matiatia Wharf To Rocky Bay Via Ostend & Onetangi (S),3,WBC,,,,,1252
15102-20170807091914_v56.25,151X,City Centre to Parrs Park via New Lynn Express,3,PC,,,,,1253
39502-20170807091914_v56.25,395,Papakura Interchange To Waiuku,3,RTH,,,,,1254
01353-20170807091914_v56.25,013,Otara To Edgewater College,3,GBT,,,,,1255
00702-20170807091914_v56.25,007,Pt Chevalier To Glen Innes Via Greenlane Hospital,3,NZBML,,,,,1256
50102-20170807091914_v56.25,501,Britomart To Cockle Bay Via Botany Town Centre,3,HE,,,,,1257
05952-20170724124507_v56.18,059,De La Salle College To Papakura,3,RTH,,,,,1258
50160-20170724124507_v56.18,EAST,Puhinui Train Station to Manukau Train Station,2,AM,,,,,1259
30010-20170724124507_v56.18,SKY,380 Queen St To Airport Via Mt Eden Rd,3,ABEXP,,,,,1260
77004-20170724124507_v56.18,770,Eastridge To St Heliers Via Kohimarama,3,NZBML,,,,,1261
01760-20170807091914_v56.25,017,Whangaparaoa College To Silverdale,3,BAYES,,,,,1262
55103-20170807091914_v56.25,551X,North Park To Britomart Express,3,HE,,,,,1263
18603-20170807091914_v56.25,186,South Lynn Loop,3,RTH,,,,,1264
05156-20170807091914_v56.25,051,Seventh Day Adventist Primary To Papatoetoe,3,GBT,,,,,1265
02856-20170724124507_v56.18,028,Rangitoto College To Sunnynook,3,NZBNS,,,,,1266
97306-20170807091914_v56.25,973,Britomart To Beach Haven Via Rangatira Rd (S),3,BTL,,,,,1267
53206-20170807091914_v56.25,532,Britomart to Otahuhu via Carbine Road,3,NZBML,,,,,1268
31451-20170724124507_v56.18,314,Botany To Howick Schools,3,HE,,,,,1269
01461-20170724124507_v56.18,014,Manly To KingsWay School,3,BAYES,,,,,1270
32104-20170807091914_v56.25,321,Ellerslie Station to Middlemore Station via Otahuhu,3,NZBML,,,,,1271
80401-20170724124507_v56.18,804,Bayswater Wharf To Takapuna Via Westlake,3,RTH,,,,,1272
94503-20170807091914_v56.25,945X,Glenfield To City Centre Express,3,RTH,,,,,1273
94503-20170724124507_v56.18,945X,Glenfield To City Centre Express,3,RTH,,,,,1274
00452-20170807091914_v56.25,004,Epsom Schools To St Heliers,3,NZBML,,,,,1275
01754-20170807091914_v56.25,017,Otahuhu Schools To Mt Wellington,3,GBT,,,,,1276
14602-20170807091914_v56.25,146,Henderson to Waitakere Village via Central Park Dr and Swans,3,PC,,,,,1277
95501-20170807091914_v56.25,955,Bayview To Britomart,3,BTL,,,,,1278
30113-20170724124507_v56.18,PUK,Pukekohe Train Station to Papakura Train Station,2,AM,,,,,1279
01057-20170807091914_v56.25,010,Greenhithe To Kingsway School,3,BAYES,,,,,1280
87904-20170807091914_v56.25,879,Takapuna To Long Bay Via Forrest Hill,3,NZBNS,,,,,1281
05456-20170724124507_v56.18,054,St Johns School To Milford,3,NZBNS,,,,,1282
07258-20170807091914_v56.25,072,Avondale College to Titirangi,3,RTH,,,,,1283
20455-20170724124507_v56.18,STH,Manukau Train Station to Britomart Train Station,2,AM,,,,,1284
99111-20170807091914_v56.25,RAK,Rakino Island To Auckland,4,BFL,,,,,1285
98026-20170724124507_v56.18,MTIA,Auckland 2 To Waiheke Island 2 Via Devonport,4,FGL,,,,,1286
01264-20170724124507_v56.18,012,Takapuna Normal Intermediate To Beach Haven,3,BTL,,,,,1287
08956-20170724124507_v56.18,089,Te Huruhi School to Rocky Bay,3,WBC,,,,,1288
12012-20170724124507_v56.18,120,Akoranga to Westgate,3,RTH,,,,,1289
77902-20170807091914_v56.25,779,Devonport Wharf To Stanley Bay And Return,3,RTH,,,,,1290
65502-20170807091914_v56.25,655,Britomart To Glen Innes Via Meadowbank And Parnell,3,NZBML,,,,,1291
81502-20170724124507_v56.18,815,Westwell Rd To Devonport Via Ngataringa Rd,3,RTH,,,,,1292
85803-20170807091914_v56.25,858,Long Bay To City Centre Via North Shore Hospital,3,NZBNS,,,,,1293
52504-20170724124507_v56.18,525,Britomart to Mt Wellington via Mt Wellington Highway,3,NZBML,,,,,1294
37202-20170807091914_v56.25,372,Papakura Shops To Keri Hill Loop,3,RTH,,,,,1295
39604-20170724124507_v56.18,396,Pukekohe Interchange To Waiuku Via Patumahoe And Victoria Av,3,RTH,,,,,1296
63501-20170807091914_v56.25,635,Glen Innes To Britomart Via Grand Dr And Parnell,3,NZBML,,,,,1297
80307-20170807091914_v56.25,803,Bayswater To Takapuna,3,RTH,,,,,1298
91505-20170724124507_v56.18,915,Glenfield Mall To Takapuna,3,BTL,,,,,1299
87303-20170724124507_v56.18,873X,Constellation Station To City Centre Express Via Sunnynook,3,NZBNS,,,,,1300
00401-20170724124507_v56.18,4,Onetangi Direct To Matiatia Wharf,3,WBC,,,,,1301
06157-20170724124507_v56.18,061,Panmure Town Centre To Ellerslie Penrose Schools,3,NZBML,,,,,1302
86303-20170724124507_v56.18,863X,Mairangi Bay To City Centre Express,3,NZBNS,,,,,1303
00953-20170724124507_v56.18,009,Remuera To Auckland Grammar,3,NZBML,,,,,1304
31454-20170807091914_v56.25,314,Owairoa Primary To Botany,3,HE,,,,,1305
91303-20170724124507_v56.18,913,Windy Ridge To Takapuna,3,NZBNS,,,,,1306
02754-20170807091914_v56.25,027,Papatoetoe Intermediate To Middlemore Hospital,3,GBT,,,,,1307
80403-20170807091914_v56.25,804,Bayswater To Takapuna Via Westlake,3,RTH,,,,,1308
60501-20170807091914_v56.25,605,Lucerne Rd To City Centre Via Benson Rd,3,NZBML,,,,,1309
06158-20170807091914_v56.25,061,Onehunga High To Mangere Town Centre,3,GBT,,,,,1310
55003-20170807091914_v56.25,550X,Cockle Bay To Britomart Express,3,HE,,,,,1311
00452-20170724124507_v56.18,004,Epsom Schools To St Heliers,3,NZBML,,,,,1312
01457-20170807091914_v56.25,014,St Heliers To Epsom Schools,3,NZBML,,,,,1313
01058-20170807091914_v56.25,010,Westlake Girls To Beach Haven,3,BTL,,,,,1314
00711-20170724124507_v56.18,007,Glen Innes To Pt Chevalier Via Selwyn Village,3,NZBML,,,,,1315
00255-20170807091914_v56.25,002,Clendon to Manurewa and Greenmeadows,3,RTH,,,,,1316
04660-20170807091914_v56.25,046,St Josephs School To Orewa,3,NZBNS,,,,,1317
36502-20170807091914_v56.25,365,Manukau Station To Papakura Interchange Station Via Porchest,3,RTH,,,,,1318
02860-20170807091914_v56.25,028,Northcross Intermediate To Long Bay College,3,BAYES,,,,,1319
55210-20170807091914_v56.25,552,Panmure To Bucklands Beach Via Vivian Wilson Dr,3,HE,,,,,1320
52501-20170807091914_v56.25,525,Sylvia Park to Britomart via Mt Wellington Highway,3,NZBML,,,,,1321
02951-20170724124507_v56.18,029,Parnell To Epsom Schools,3,NZBML,,,,,1322
08151-20170724124507_v56.18,081,Hillcrest To Northcote Schools,3,BTL,,,,,1323
80303-20170724124507_v56.18,803,Bayswater To Takapuna Via Francis St,3,RTH,,,,,1324
75703-20170807091914_v56.25,757,Otahuhu to Britomart Via Panmure and Glen Innes and Mission,3,NZBML,,,,,1325
20326-20170807091914_v56.25,STH,Britomart Train Station to Papakura Train Station,2,AM,,,,,1326
16102-20170807091914_v56.25,161,New Lynn to Brains Park,3,RTH,,,,,1327
19508-20170807091914_v56.25,195,City Centre to New Lynn via Blockhouse Bay Rd and Green Bay,3,RTH,,,,,1328
50140-20170807091914_v56.25,EAST,Britomart Train Station to Manukau Train Station,2,AM,,,,,1329
22305-20170724124507_v56.18,223,New Lynn to City Centre via New North Rd,3,NZBGW,,,,,1330
11201-20170807091914_v56.25,112,Hobsonville Point to Westgate via West Harbour,3,PC,,,,,1331
04653-20170807091914_v56.25,046,Orewa To Rosmini College And Westlake Boys,3,NZBNS,,,,,1332
06454-20170724124507_v56.18,064,One Tree Hill College To Otahuhu,3,GBT,,,,,1333
31952-20170724124507_v56.18,319,Aviemore Dr To Burswood,3,HE,,,,,1334
02353-20170807091914_v56.25,023,Takapuna To East Coast Bays Schools,3,NZBNS,,,,,1335
30117-20170807091914_v56.25,PUK,Pukekohe Train Station to Papakura Train Station,2,AM,,,,,1336
03056-20170724124507_v56.18,030,Northcote College To Chatswood and Beachhaven,3,BTL,,,,,1337
01952-20170724124507_v56.18,019,Gulf Harbour School To Whangaparaoa College,3,BAYES,,,,,1338
00154-20170724124507_v56.18,001,Kedgley Intermediate To Puhinui,3,GBT,,,,,1339
98501-20170724124507_v56.18,985,Orewa to HC Station via Millwater and Silverdale,3,NZBNS,,,,,1340
13204-20170807091914_v56.25,132X,City Centre to Te Atatu Peninsula Express,3,PC,,,,,1341
12206-20170807091914_v56.25,122,Westgate to Huapai,3,NZBGW,,,,,1342
35802-20170724124507_v56.18,358,Onehunga To Pakuranga Plaza Via Penrose,3,HE,,,,,1343
01858-20170724124507_v56.18,018,Sancta Maria Schools To Highland Park,3,HE,,,,,1344
10234-20170807091914_v56.25,WEST,Britomart Train Station to Swanson Train Station,2,AM,,,,,1345
09552-20170807091914_v56.25,095,St Marys College To Pt Chevalier,3,NZBML,,,,,1346
08152-20170807091914_v56.25,081,Belmont Intermediate To Stanley Bay,3,RTH,,,,,1347
06258-20170807091914_v56.25,062,Albany Primary To Unsworth,3,RTH,,,,,1348
01857-20170724124507_v56.18,018,Wairau Valley To Westlake Schools,3,NZBNS,,,,,1349
03156-20170724124507_v56.18,031,St Johns Schools To Forrest Hill,3,NZBNS,,,,,1350
14604-20170724124507_v56.18,146,Henderson to Swanson Station via Central Park Dr,3,PC,,,,,1351
50004-20170807091914_v56.25,500,Britomart To Botany Town Centre Via Ti Rakau Dr,3,HE,,,,,1352
00161-20170807091914_v56.25,001,Massey West to Hobsonville Primary School,3,PC,,,,,1353
05354-20170807091914_v56.25,053,Long Bay College To Murrays Bay,3,NZBNS,,,,,1354
74501-20170724124507_v56.18,745,Glen Innes Centre To Britomart Via Mission Bay,3,NZBML,,,,,1355
04556-20170724124507_v56.18,045,Westlake Schools To Silverdale,3,NZBNS,,,,,1356
52604-20170807091914_v56.25,N62,City Centre To Orakei V Remuera GlenInnes And StHeliers (S),3,NZBML,,,,,1357
07452-20170807091914_v56.25,074,Westlake Schools To Glenfield Shops,3,NZBNS,,,,,1358
55402-20170724124507_v56.18,554X,Britomart To Bucklands Beach Express Via Tamaki Campus,3,HE,,,,,1359
02002-20170807091914_v56.25,020,Britomart To Westmere Via Wellington St,3,NZBML,,,,,1360
01857-20170807091914_v56.25,018,Wairau Valley To Westlake Schools,3,NZBNS,,,,,1361
50501-20170724124507_v56.18,505,Sylvia Park to Britomart via Ruawai Rd and Ellerslie,3,NZBML,,,,,1362
97101-20170724124507_v56.18,971,Chatswood To Auckland University,3,BTL,,,,,1363
12203-20170724124507_v56.18,122,Huapai to Westgate,3,NZBGW,,,,,1364
05953-20170807091914_v56.25,059,Papakura To De La Salle College,3,RTH,,,,,1365
02554-20170807091914_v56.25,025,Papatoetoe Intermediate To Papatoetoe Town Hall,3,GBT,,,,,1366
95016-20170807091914_v56.25,HMB,Auckland Pier 1 to Half Moon Bay via Rangitoto Island,4,FGL,,,,,1367
00101-20170807091914_v56.25,1,Ostend To Matiatia Wharf,3,WBC,,,,,1368
31551-20170807091914_v56.25,315,Smales Rd To Somerville Intermediate And Howick College,3,HE,,,,,1369
10017-20170807091914_v56.25,WEST,Kingsland Train Station to Britomart Train Station,2,AM,,,,,1370
97502-20170807091914_v56.25,975,Takapuna To Verrans Corner,3,BTL,,,,,1371
06157-20170807091914_v56.25,061,Panmure Town Centre To Ellerslie Penrose Schools,3,NZBML,,,,,1372
07356-20170724124507_v56.18,073,Westlake Schools To Totara Vale Via Sunnynook,3,NZBNS,,,,,1373
52805-20170724124507_v56.18,N83,City Centre To Takapuna And East Coast Bays (S),3,NZBNS,,,,,1374
77901-20170724124507_v56.18,779,Devonport Wharf To Cheltenham And Return,3,RTH,,,,,1375
01354-20170724124507_v56.18,013,Edgewater College To Otara,3,GBT,,,,,1376
36003-20170807091914_v56.25,360X,Papakura To City Via Manurewa (Express),3,RTH,,,,,1377
00251-20170807091914_v56.25,002,Hatfields Beach To Orewa Schools,3,BAYES,,,,,1378
30001-20170724124507_v56.18,SKY,Airport To Downtown Via Mt Eden Rd,3,ABEXP,,,,,1379
00773-20170807091914_v56.25,007,Green Bay High School to Oratia,3,RTH,,,,,1380
01002-20170807091914_v56.25,010,Wynyard Quarter To Onehunga Via Unitec,3,NZBML,,,,,1381
12003-20170807091914_v56.25,120,Henderson to Constellation Station via Westgate,3,RTH,,,,,1382
05453-20170724124507_v56.18,054,Totara Vale to Westlake Schools Via Sunnynook,3,NZBNS,,,,,1383
07552-20170807091914_v56.25,075,Bucklands Beach Intermediate To Highland Park,3,HE,,,,,1384
95101-20170724124507_v56.18,951,Wairau Rd To Auckland University,3,BTL,,,,,1385
62504-20170807091914_v56.25,625,Britomart To Glen Innes And Glendowie College Via Remuera Rd,3,NZBML,,,,,1386
12901-20170807091914_v56.25,129,Westgate to City Centre via Don Buck Rd,3,NZBGW,,,,,1387
32552-20170807091914_v56.25,325,Our Lady Star Of The Sea School To Cockle Bay And Golflands,3,HE,,,,,1388
31402-20170724124507_v56.18,314,Papatoetoe Station To Ormiston Via Otara,3,GBT,,,,,1389
87502-20170807091914_v56.25,875,Mayoral Dr To Browns Bay,3,NZBNS,,,,,1390
02002-20170724124507_v56.18,020,Britomart To Westmere Via Wellington St,3,NZBML,,,,,1391
06552-20170724124507_v56.18,065,One Tree Hill College To Bailey Rd Via Ruawai Rd,3,NZBML,,,,,1392
01755-20170807091914_v56.25,017,Britomart To Sacred Heart College,3,HE,,,,,1393
55504-20170807091914_v56.25,555,Highbury To Massey University,3,RTH,,,,,1394
00957-20170724124507_v56.18,009,Torbay To Kingsway School,3,BAYES,,,,,1395
10250-20170724124507_v56.18,WEST,Britomart Train Station to Henderson Train Station,2,AM,,,,,1396
02654-20170724124507_v56.18,026,Westlake Girls To Pinehill,3,NZBNS,,,,,1397
02952-20170724124507_v56.18,029,Epsom Schools To Parnell,3,NZBML,,,,,1398
09151-20170724124507_v56.18,091,Oneroa Beach To Waiheke High School,3,WBC,,,,,1399
06257-20170807091914_v56.25,062,Takapuna To Takapuna Grammar,3,NZBNS,,,,,1400
90201-20170724124507_v56.18,902,Unsworth Heights to Constellation Station,3,RTH,,,,,1401
87003-20170807091914_v56.25,87X,Long Bay To City Centre Express Via Albany Station,3,NZBNS,,,,,1402
20330-20170724124507_v56.18,STH,Britomart Train Station to Puhinui Train Station,2,AM,,,,,1403
31052-20170724124507_v56.18,310,Howick College To Mirrabooka And Burswood Dr,3,HE,,,,,1404
00302-20170724124507_v56.18,3,Matiatia Wharf To Rocky Bay Via Ostend & Onetangi,3,WBC,,,,,1405
24808-20170724124507_v56.18,248X,City Centre to Blockhouse Bay via Sandringham Rd Express,3,NZBML,,,,,1406
08852-20170724124507_v56.18,088,Sancta Maria College To Pakuranga,3,HE,,,,,1407
06752-20170724124507_v56.18,067,One Tree Hill College To Otahuhu Town Centre,3,GBT,,,,,1408
00556-20170807091914_v56.25,005,Orewa College To Arkles Bay/Manly,3,BAYES,,,,,1409
20429-20170807091914_v56.25,STH,Papakura Train Station to Britomart Train Station,2,AM,,,,,1410
04658-20170807091914_v56.25,046,Selwyn College To Ellerslie Shops,3,NZBML,,,,,1411
97202-20170724124507_v56.18,972,Auckland University To Beach Haven Wharf,3,BTL,,,,,1412
